timestamp,open,high,low,close,volume,time_utc,time,date,hour,ha_open,ha_close,ha_high,ha_low,sz,sz_prev,adx,adx_prev,is_pl_sz,is_ph_sz,is_ph_adx,rsi,rsi_ok,Buy_TL,Sell_TL,signal_tl
1747441800000,2500.69,2504.5,2483.08,2504.21,13265.437,2025-05-17 00:30:00+00:00,2025-05-16 21:30:00-03:00,2025-05-16,21:30:00,2500.69,2498.12,2504.5,2483.08,,,,,,,,,,,,-
1747442700000,2504.2,2510.58,2493.29,2501.01,13115.0768,2025-05-17 00:45:00+00:00,2025-05-16 21:45:00-03:00,2025-05-16,21:45:00,2499.4049999999997,2502.27,2510.58,2493.29,,,,,,,,,,,,-
1747443600000,2501.01,2501.01,2486.41,2489.47,12746.4607,2025-05-17 01:00:00+00:00,2025-05-16 22:00:00-03:00,2025-05-16,22:00:00,2500.8374999999996,2494.475,2501.01,2486.41,,,,,,,,,,,,-
1747444500000,2489.48,2496.65,2478.99,2496.45,15879.5896,2025-05-17 01:15:00+00:00,2025-05-16 22:15:00-03:00,2025-05-16,22:15:00,2497.65625,2490.3925,2497.65625,2478.99,,,,,,,,,,,,-
1747445400000,2496.45,2496.45,2480.42,2490.1,7614.1167,2025-05-17 01:30:00+00:00,2025-05-16 22:30:00-03:00,2025-05-16,22:30:00,2494.024375,2490.855,2496.45,2480.42,,,,,,,,,,,,-
1747446300000,2490.1,2490.1,2458.91,2475.9,23567.9316,2025-05-17 01:45:00+00:00,2025-05-16 22:45:00-03:00,2025-05-16,22:45:00,2492.4396875,2478.7525,2492.4396875,2458.91,,,,,,,,,,,,-
1747447200000,2475.91,2478.0,2456.56,2457.49,13892.8787,2025-05-17 02:00:00+00:00,2025-05-16 23:00:00-03:00,2025-05-16,23:00:00,2485.5960937500004,2466.99,2485.5960937500004,2456.56,,,,,,,,,,,,-
1747448100000,2457.49,2484.0,2452.6,2483.3,10056.5268,2025-05-17 02:15:00+00:00,2025-05-16 23:15:00-03:00,2025-05-16,23:15:00,2476.293046875,2469.3475,2484.0,2452.6,,,,,,,,,,,,-
1747449000000,2483.29,2496.37,2483.2,2495.61,10418.4609,2025-05-17 02:30:00+00:00,2025-05-16 23:30:00-03:00,2025-05-16,23:30:00,2472.8202734375,2489.6175,2496.37,2472.8202734375,,,,,,,,,,,,-
1747449900000,2495.6,2502.53,2485.53,2490.67,7461.5787,2025-05-17 02:45:00+00:00,2025-05-16 23:45:00-03:00,2025-05-16,23:45:00,2481.2188867187497,2493.5825,2502.53,2481.2188867187497,,,,,,,,,,,,-
1747450800000,2490.67,2495.91,2483.6,2487.09,3581.6554,2025-05-17 03:00:00+00:00,2025-05-17 00:00:00-03:00,2025-05-17,00:00:00,2487.4006933593746,2489.3175,2495.91,2483.6,,,,,,,,,,,,-
